Date,Team1,Team2,Final Result 1,Final Result 2,Tournament,Link Stats
13th of April 2020,Wisla Krakow,TheDice,2,0,ESEA MDL Season 33 Europe Relegation,https://www.hltv.org//stats/matches/73475/wisla-krakow-vs-thedice
13th of April 2020,Endpoint,OFFSET,2,0,ESEA MDL Season 33 Europe Relegation,https://www.hltv.org//stats/matches/73474/endpoint-vs-offset
13th of April 2020,Sprout,Heretics,2,1,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73473/sprout-vs-heretics
14th of April 2020,TIGER,BTRG,0,1,Play From Home,
13th of April 2020,ZIGMA,BTRG,2,1,Play From Home,https://www.hltv.org//stats/matches/73471/zigma-vs-btrg
13th of April 2020,Illuminar,Reason,0,1,ESEA MDL Season 33 Europe Relegation,
13th of April 2020,pro100,AGO,2,1,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73469/pro100-vs-ago
13th of April 2020,Invictus,TIGER,2,1,Play From Home,https://www.hltv.org//stats/matches/mapstatsid/101353/invictus-vs-tiger
12th of April 2020,Liquid,Evil Geniuses,3,0,ESL Pro League Season 11 North America,https://www.hltv.org//stats/matches/73467/liquid-vs-evil-geniuses
12th of April 2020,HAVU,MIBR,1,2,Flashpoint 1,https://www.hltv.org//stats/matches/73466/havu-vs-mibr
12th of April 2020,BIG,Spirit,2,1,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73465/big-vs-spirit
12th of April 2020,fnatic,mousesports,3,2,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73464/fnatic-vs-mousesports
12th of April 2020,MAD Lions,Cloud9,2,0,Flashpoint 1,https://www.hltv.org//stats/matches/73463/mad-lions-vs-cloud9
12th of April 2020,Prima,Apeks,2,1,ESEA MDL Season 33 Europe Relegation,https://www.hltv.org//stats/matches/73462/prima-vs-apeks
12th of April 2020,North,Spirit,0,2,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73461/north-vs-spirit
12th of April 2020,SMASH,Illuminar,1,2,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73460/smash-vs-illuminar
12th of April 2020,BIG,Sprout,2,0,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73459/big-vs-sprout
12th of April 2020,Movistar Riders,Heretics,0,2,Cyber.Bet Cup,https://www.hltv.org//stats/matches/73458/movistar-riders-vs-heretics
12th of April 2020,Espada,Hard Legion,0,2,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73457/espada-vs-hard-legion
11th of April 2020,FURIA,Evil Geniuses,0,2,ESL Pro League Season 11 North America,https://www.hltv.org//stats/matches/73456/furia-vs-evil-geniuses
11th of April 2020,Spirit,forZe,2,1,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73455/spirit-vs-forze
11th of April 2020,Chaos,Orgless,0,2,Flashpoint 1,https://www.hltv.org//stats/matches/73454/chaos-vs-orgless
11th of April 2020,Astralis,mousesports,1,2,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73453/astralis-vs-mousesports
11th of April 2020,FunPlus Phoenix,Gen.G,0,2,Flashpoint 1,https://www.hltv.org//stats/matches/73452/funplus-phoenix-vs-geng
11th of April 2020,Endpoint,North,0,2,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73451/endpoint-vs-north
11th of April 2020,pro100,Nemiga,1,2,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73450/pro100-vs-nemiga
11th of April 2020,Heretics,NAVI Junior,2,0,Cyber.Bet Cup,https://www.hltv.org//stats/matches/73449/heretics-vs-navi-junior
11th of April 2020,SKADE,Sprout,0,2,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73448/skade-vs-sprout
11th of April 2020,AGO,Nordavind,1,2,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73447/ago-vs-nordavind
11th of April 2020,Movistar Riders,Syman,2,0,Cyber.Bet Cup,https://www.hltv.org//stats/matches/73446/movistar-riders-vs-syman
11th of April 2020,BIG,Virtus.pro,2,0,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73445/big-vs-virtuspro
11th of April 2020,Nordavind,Syman,0,2,Cyber.Bet Cup,https://www.hltv.org//stats/matches/73444/nordavind-vs-syman
10th of April 2020,MIBR,Orgless,2,1,Flashpoint 1,https://www.hltv.org//stats/matches/73443/mibr-vs-orgless
10th of April 2020,Liquid,Evil Geniuses,2,0,ESL Pro League Season 11 North America,https://www.hltv.org//stats/matches/73442/liquid-vs-evil-geniuses
10th of April 2020,Gambit Youngsters,Virtus.pro,1,2,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73441/gambit-youngsters-vs-virtuspro
10th of April 2020,HAVU,Chaos,2,0,Flashpoint 1,https://www.hltv.org//stats/matches/73440/havu-vs-chaos
10th of April 2020,Virtus.pro,Nordavind,2,0,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73439/virtuspro-vs-nordavind
10th of April 2020,NAVI Junior,Hard Legion,2,1,Cyber.Bet Cup,https://www.hltv.org//stats/matches/73438/navi-junior-vs-hard-legion
10th of April 2020,Secret,Winstrike,1,2,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73437/secret-vs-winstrike
10th of April 2020,Gambit Youngsters,forZe,0,2,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73436/gambit-youngsters-vs-forze
10th of April 2020,Japaleno,Sprout,0,2,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73435/japaleno-vs-sprout
10th of April 2020,forZe,Nordavind,16,12,Home Sweet Home Cup,https://www.hltv.org//stats/matches/mapstatsid/101253/forze-vs-nordavind
10th of April 2020,Virtus.pro,Gambit Youngsters,11,16,Home Sweet Home Cup,https://www.hltv.org//stats/matches/mapstatsid/101250/virtuspro-vs-gambit-youngsters
10th of April 2020,"blood, sweat, and tears",Thunder Logic,2,1,ESEA MDL Season 33 North America Relegation,https://www.hltv.org//stats/matches/73432/blood-sweat-and-tears-vs-thunder-logic
10th of April 2020,AA,Trivium,1,2,ESEA MDL Season 33 North America Relegation,https://www.hltv.org//stats/matches/73431/aa-vs-trivium
9th of April 2020,Cloud9,Gen.G,2,0,Flashpoint 1,https://www.hltv.org//stats/matches/73430/cloud9-vs-geng
9th of April 2020,FURIA,MIBR,2,0,ESL Pro League Season 11 North America,https://www.hltv.org//stats/matches/73429/furia-vs-mibr
9th of April 2020,Japaleno,Sprout,0,2,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73428/japaleno-vs-sprout
9th of April 2020,KINGZZZ,Casa de Papel,0,2,Swisscom Hero League Season 3,https://www.hltv.org//stats/matches/73427/kingzzz-vs-casa-de-papel
9th of April 2020,MAD Lions,FunPlus Phoenix,2,0,Flashpoint 1,https://www.hltv.org//stats/matches/73426/mad-lions-vs-funplus-phoenix
9th of April 2020,Natus Vincere,fnatic,0,2,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73425/natus-vincere-vs-fnatic
9th of April 2020,FaZe,OG,2,0,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73424/faze-vs-og
9th of April 2020,Sprout,Movistar Riders,2,0,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73423/sprout-vs-movistar-riders
9th of April 2020,Astralis,mousesports,2,0,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73422/astralis-vs-mousesports
9th of April 2020,SMASH,Nordavind,0,2,Cyber.Bet Cup,https://www.hltv.org//stats/matches/73421/smash-vs-nordavind
9th of April 2020,Japaleno,North,1,2,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73420/japaleno-vs-north
9th of April 2020,SKADE,Endpoint,2,0,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73419/skade-vs-endpoint
9th of April 2020,Syman,Heretics,0,2,Cyber.Bet Cup,https://www.hltv.org//stats/matches/73418/syman-vs-heretics
9th of April 2020,Gambit Youngsters,Heretics,0,2,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73417/gambit-youngsters-vs-heretics
9th of April 2020,North,Sprout,16,6,Home Sweet Home Cup,https://www.hltv.org//stats/matches/mapstatsid/101208/north-vs-sprout
9th of April 2020,VERTEX,i sleep,2,1,LPL Pro League Season 4,https://www.hltv.org//stats/matches/73415/vertex-vs-i-sleep
9th of April 2020,Movistar Riders,Japaleno,4,16,Home Sweet Home Cup,https://www.hltv.org//stats/matches/mapstatsid/101204/movistar-riders-vs-japaleno
9th of April 2020,Trivium,Serac,2,1,ESEA MDL Season 33 North America Relegation,https://www.hltv.org//stats/matches/73413/trivium-vs-serac
9th of April 2020,Faint,"blood, sweat, and tears",0,2,ESEA MDL Season 33 North America Relegation,https://www.hltv.org//stats/matches/73412/faint-vs-blood-sweat-and-tears
9th of April 2020,Thunder Logic,In The Lab,2,0,ESEA MDL Season 33 North America Relegation,https://www.hltv.org//stats/matches/73411/thunder-logic-vs-in-the-lab
9th of April 2020,AA,Rebel,2,0,ESEA MDL Season 33 North America Relegation,https://www.hltv.org//stats/matches/73410/aa-vs-rebel
9th of April 2020,Infinity,Serac,2,1,ESEA MDL Season 33 North America Relegation,https://www.hltv.org//stats/matches/73409/infinity-vs-serac
9th of April 2020,Oceanus,In The Lab,2,1,ESEA MDL Season 33 North America Relegation,https://www.hltv.org//stats/matches/73408/oceanus-vs-in-the-lab
9th of April 2020,New England Whalers,"blood, sweat, and tears",2,0,ESEA MDL Season 33 North America Relegation,https://www.hltv.org//stats/matches/73407/new-england-whalers-vs-blood-sweat-and-tears
9th of April 2020,AA,ETHEREAL,0,2,ESEA MDL Season 33 North America Relegation,https://www.hltv.org//stats/matches/73406/aa-vs-ethereal
8th of April 2020,Astralis,OG,2,0,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73405/astralis-vs-og
8th of April 2020,AGO,Endpoint,0,2,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73404/ago-vs-endpoint
8th of April 2020,FaZe,Natus Vincere,1,2,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73403/faze-vs-natus-vincere
8th of April 2020,Singularity,Endpoint,0,2,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73402/singularity-vs-endpoint
8th of April 2020,SKADE,AGO,2,1,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73401/skade-vs-ago
8th of April 2020,Hard Legion,Japaleno,0,2,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73400/hard-legion-vs-japaleno
8th of April 2020,Syman,SMASH,2,0,Cyber.Bet Cup,https://www.hltv.org//stats/matches/73399/syman-vs-smash
8th of April 2020,mousesports,fnatic,0,2,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73398/mousesports-vs-fnatic
8th of April 2020,AGO,Endpoint,25,21,Home Sweet Home Cup,https://www.hltv.org//stats/matches/mapstatsid/101159/ago-vs-endpoint
8th of April 2020,Espada,Winstrike,1,2,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73396/espada-vs-winstrike
8th of April 2020,Nordavind,Heretics,0,2,Cyber.Bet Cup,https://www.hltv.org//stats/matches/73395/nordavind-vs-heretics
8th of April 2020,Singularity,SKADE,10,16,Home Sweet Home Cup,https://www.hltv.org//stats/matches/mapstatsid/101156/skade-vs-singularity
8th of April 2020,"blood, sweat, and tears",Rebel,2,1,ESEA MDL Season 33 North America Relegation,https://www.hltv.org//stats/matches/73393/blood-sweat-and-tears-vs-rebel
8th of April 2020,In The Lab,Trivium,2,0,ESEA MDL Season 33 North America Relegation,https://www.hltv.org//stats/matches/73392/in-the-lab-vs-trivium
8th of April 2020,Thunder Logic,Serac,1,2,ESEA MDL Season 33 North America Relegation,https://www.hltv.org//stats/matches/73391/thunder-logic-vs-serac
8th of April 2020,Faint,ETHEREAL,0,2,ESEA MDL Season 33 North America Relegation,https://www.hltv.org//stats/matches/73390/faint-vs-ethereal
7th of April 2020,FaZe,Astralis,0,2,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73389/faze-vs-astralis
7th of April 2020,SMASH,Spirit,1,2,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73388/smash-vs-spirit
7th of April 2020,Casa de Papel,mYinsanity,2,0,Swisscom Hero League Season 3,https://www.hltv.org//stats/matches/73387/casa-de-papel-vs-myinsanity
7th of April 2020,Movistar Riders,Hard Legion,2,1,Cyber.Bet Cup,https://www.hltv.org//stats/matches/73386/movistar-riders-vs-hard-legion
7th of April 2020,KINGZZZ,Red Instinct,0,2,Swisscom Hero League Season 3,https://www.hltv.org//stats/matches/73385/kingzzz-vs-red-instinct
7th of April 2020,FATE,Tricked,2,1,ESEA Advanced Season 33 Europe,https://www.hltv.org//stats/matches/73384/fate-vs-tricked
7th of April 2020,Spirit,Syman,2,1,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73383/spirit-vs-syman
7th of April 2020,mousesports,Natus Vincere,2,0,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73382/mousesports-vs-natus-vincere
7th of April 2020,NAVI Junior,Mustang Crew,2,0,Cyber.Bet Cup,https://www.hltv.org//stats/matches/73381/navi-junior-vs-mustang-crew
7th of April 2020,OG,fnatic,2,1,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73380/og-vs-fnatic
7th of April 2020,Illuminar,Endpoint,1,2,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73379/illuminar-vs-endpoint
7th of April 2020,SMASH,BIG,0,2,Home Sweet Home Cup,https://www.hltv.org//stats/matches/73378/smash-vs-big
7th of April 2020,BIG,Syman,16,10,Home Sweet Home Cup,https://www.hltv.org//stats/matches/mapstatsid/101105/big-vs-syman
7th of April 2020,Sprout,pro100,2,0,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73376/sprout-vs-pro100
7th of April 2020,Spirit,SMASH,5,16,Home Sweet Home Cup,https://www.hltv.org//stats/matches/mapstatsid/101102/smash-vs-spirit
7th of April 2020,Invictus,Lynn Vision,1,2,Huya DarkHorse League Season 1,https://www.hltv.org//stats/matches/73374/invictus-vs-lynn-vision
7th of April 2020,Serac,Big Chillin,2,1,ESEA Advanced Season 33 North America,https://www.hltv.org//stats/matches/73373/serac-vs-big-chillin
6th of April 2020,FaZe,mousesports,1,2,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73372/faze-vs-mousesports
6th of April 2020,Natus Vincere,OG,2,1,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73371/natus-vincere-vs-og
6th of April 2020,Gambit Youngsters,SMASH,2,1,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73370/gambit-youngsters-vs-smash
6th of April 2020,Endpoint,ALTERNATE aTTaX,1,3,ESEA Advanced Season 33 Europe,https://www.hltv.org//stats/matches/73369/endpoint-vs-alternate-attax
6th of April 2020,Hard Legion,Mustang Crew,2,0,Cyber.Bet Cup,https://www.hltv.org//stats/matches/73368/hard-legion-vs-mustang-crew
6th of April 2020,Astralis,fnatic,1,2,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73367/astralis-vs-fnatic
6th of April 2020,Nemiga,SKADE,1,2,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73366/nemiga-vs-skade
6th of April 2020,Movistar Riders,NAVI Junior,2,0,Cyber.Bet Cup,https://www.hltv.org//stats/matches/73365/movistar-riders-vs-navi-junior
6th of April 2020,Buffdaddy's Paypal,"blood, sweat, and tears",3,2,ESEA Advanced Season 33 North America,https://www.hltv.org//stats/matches/73364/buffdaddys-paypal-vs-blood-sweat-and-tears
5th of April 2020,MIBR,Gen.G,2,0,Flashpoint 1,https://www.hltv.org//stats/matches/73363/mibr-vs-geng
5th of April 2020,mousesports,OG,2,0,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73362/mousesports-vs-og
5th of April 2020,MAD Lions,FunPlus Phoenix,2,0,Flashpoint 1,https://www.hltv.org//stats/matches/73361/mad-lions-vs-funplus-phoenix
5th of April 2020,Astralis,Natus Vincere,1,2,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73360/astralis-vs-natus-vincere
5th of April 2020,HAVU,Cloud9,2,0,Flashpoint 1,https://www.hltv.org//stats/matches/73359/havu-vs-cloud9
5th of April 2020,Blink,TRTRR,2,0,CSadria Clan Championship Season 4,https://www.hltv.org//stats/matches/73358/blink-vs-trtrr
5th of April 2020,FaZe,fnatic,1,2,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73357/faze-vs-fnatic
5th of April 2020,AGO,Secret,0,2,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73356/ago-vs-secret
5th of April 2020,Heretics,Nordavind,2,1,LOOT.BET Season 6,https://www.hltv.org//stats/matches/73355/heretics-vs-nordavind
5th of April 2020,SMASH,Legendary Managers,2,0,Showmatch CS:GO,
5th of April 2020,AVANT,ORDER,3,1,ESL Australia & NZ Championship Season 10,https://www.hltv.org//stats/matches/73353/avant-vs-order
5th of April 2020,ORDER,Ground Zero,2,1,ESL Australia & NZ Championship Season 10,https://www.hltv.org//stats/matches/73352/order-vs-ground-zero
5th of April 2020,FunPlus Phoenix,c0ntact,2,1,Flashpoint 1,https://www.hltv.org//stats/matches/73351/funplus-phoenix-vs-c0ntact
5th of April 2020,AVANT,Airborne,2,0,ESL Australia & NZ Championship Season 10,https://www.hltv.org//stats/matches/73350/avant-vs-airborne
4th of April 2020,Vitality,OG,1,2,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73349/vitality-vs-og
4th of April 2020,Dignitas,Gen.G,0,2,Flashpoint 1,https://www.hltv.org//stats/matches/73348/dignitas-vs-geng
4th of April 2020,Cloud9,Envy,2,1,Flashpoint 1,https://www.hltv.org//stats/matches/73347/cloud9-vs-envy
4th of April 2020,fnatic,NiP,2,1,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73346/fnatic-vs-nip
4th of April 2020,Secret,Singularity,2,1,LOOT.BET Season 6 Closed Qualifier,https://www.hltv.org//stats/matches/73345/secret-vs-singularity
4th of April 2020,FaZe,forZe,2,0,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73344/faze-vs-forze
4th of April 2020,Singularity,BLUEJAYS,2,1,LOOT.BET Season 6 Closed Qualifier,https://www.hltv.org//stats/matches/73343/singularity-vs-bluejays
4th of April 2020,Airborne,Ground Zero,2,3,ESL Australia & NZ Championship Season 10,https://www.hltv.org//stats/matches/73342/airborne-vs-ground-zero
4th of April 2020,Rooster,Ground Zero,1,2,ESL Australia & NZ Championship Season 10,https://www.hltv.org//stats/matches/73341/rooster-vs-ground-zero
4th of April 2020,Airborne,Ground Zero,2,1,ESL Australia & NZ Championship Season 10,https://www.hltv.org//stats/matches/73340/airborne-vs-ground-zero
3rd of April 2020,Liquid,Evil Geniuses,2,1,ESL Pro League Season 11 North America,https://www.hltv.org//stats/matches/73339/liquid-vs-evil-geniuses
3rd of April 2020,100 Thieves,FURIA,1,2,ESL Pro League Season 11 North America,https://www.hltv.org//stats/matches/73338/100-thieves-vs-furia
3rd of April 2020,Swole Patrol,MIBR,0,2,ESL Pro League Season 11 North America,https://www.hltv.org//stats/matches/73337/swole-patrol-vs-mibr
3rd of April 2020,mousesports,G2,2,0,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73336/mousesports-vs-g2
3rd of April 2020,FaZe,OG,2,0,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73335/faze-vs-og
3rd of April 2020,Virtus.pro,TYLOO,2,0,ESL Pro League Season 11 Europe,https://www.hltv.org//stats/matches/73334/virtuspro-vs-tyloo
3rd of April 2020,FATE,Unique,0,2,ESEA Advanced Season 33 Europe,https://www.hltv.org//stats/matches/73333/fate-vs-unique
3rd of April 2020,Apeks,Tricked,2,0,ESEA Advanced Season 33 Europe,https://www.hltv.org//stats/matches/73332/apeks-vs-tricked
3rd of April 2020,BLUEJAYS,Secret,0,2,LOOT.BET Season 6 Closed Qualifier,https://www.hltv.org//stats/matches/73331/bluejays-vs-secret
3rd of April 2020,Singularity,Mustang Crew,2,1,LOOT.BET Season 6 Closed Qualifier,https://www.hltv.org//stats/matches/73330/singularity-vs-mustang-crew
