Date,Team1,Team2,Final Result 1,Final Result 2,Tournament,Player Team,Player,KD,ADR,KAST,Rating,Map,Overall Kills,Overall Deaths,Overal Kill / Death,Overall Kill / Round,Overall Rounds with Kills,Overall Kill - Death Diff,Opening Total Kills,Opening Total Deaths,Opening Kill Ratio,Opening Kill rating,Opening Team win percent after 1st kill,Opening 1st kill in won rounds
14th of February 2020,GamerLegion,Heretics,0,2,Flashpoint 1 Europe Closed Qualifier,GamerLegion,William 'draken' Sundin,35-33,2,60.6,63.0%,All maps,18964,16606,1.14,0.72,12786,2358,3548,2716,1.31,1.17,75.1%,19.5%
14th of February 2020,GamerLegion,Heretics,0,2,Flashpoint 1 Europe Closed Qualifier,GamerLegion,Alfred 'RuStY' Karlsson,35-41,-6,69.5,66.7%,All maps,13409,13985,0.96,0.66,9178,-576,1838,2143,0.86,0.94,70.2%,12.3%
14th of February 2020,GamerLegion,Heretics,0,2,Flashpoint 1 Europe Closed Qualifier,GamerLegion,Fredrik 'freddieb' Buö,29-43,-14,66.9,59.3%,All maps,20174,19988,1.01,0.69,13790,186,3064,3049,1.0,1.02,72.6%,14.7%
14th of February 2020,GamerLegion,Heretics,0,2,Flashpoint 1 Europe Closed Qualifier,GamerLegion,Dennis 'dennis' Edman,25-37,-12,66.9,63.0%,All maps,21450,20438,1.05,0.72,14440,1012,3162,2893,1.09,1.03,74.2%,15.0%
14th of February 2020,GamerLegion,Heretics,0,2,Flashpoint 1 Europe Closed Qualifier,Heretics,Bryan 'Maka' Canda,44-33,11,94.1,74.1%,All maps,12053,11314,1.07,0.7,8118,739,2185,1784,1.22,1.13,71.6%,18.0%
14th of February 2020,GamerLegion,Heretics,0,2,Flashpoint 1 Europe Closed Qualifier,Heretics,Lucas 'Lucky' Chastang,40-33,7,80.7,75.9%,All maps,10610,9780,1.08,0.7,7126,830,1519,1410,1.08,1.01,72.3%,13.9%
14th of February 2020,GamerLegion,Heretics,0,2,Flashpoint 1 Europe Closed Qualifier,Heretics,Jérémy 'jeyN' Nguyen,42-36,6,77.8,74.1%,All maps,2074,1787,1.16,0.77,1366,287,262,252,1.04,1.0,74.8%,14.4%
14th of February 2020,GamerLegion,Heretics,0,2,Flashpoint 1 Europe Closed Qualifier,Heretics,Alexandre 'xms' Forté,28-31,-3,60.0,74.1%,All maps,22845,21585,1.06,0.68,15718,1260,2955,2766,1.07,0.97,73.8%,12.3%
14th of February 2020,GamerLegion,Heretics,0,2,Flashpoint 1 Europe Closed Qualifier,Heretics,Fabien 'kioShiMa' Fiey,38-30,8,64.4,70.4%,All maps,9320,9615,0.97,0.66,6267,-295,1304,1654,0.79,0.94,69.6%,13.1%
14th of February 2020,Hard Legion,Unique,2,0,Flashpoint 1 Europe Closed Qualifier,Hard Legion,Dmitry 'rAge' Bolotov,44-24,20,87.8,82.0%,All maps,2305,2054,1.12,0.7,1567,251,382,300,1.27,1.1,74.6%,18.1%
14th of February 2020,Hard Legion,Unique,2,0,Flashpoint 1 Europe Closed Qualifier,Hard Legion,Semyon 'kinqie' Lisitsyn,43-31,12,91.2,82.0%,All maps,7410,7649,0.97,0.68,5027,-239,1128,1233,0.91,0.99,73.8%,15.3%
14th of February 2020,Hard Legion,Unique,2,0,Flashpoint 1 Europe Closed Qualifier,Hard Legion,Svyatoslav 'svyat' Dovbakh,37-30,7,72.8,74.0%,All maps,6040,6422,0.94,0.63,4224,-382,853,887,0.96,0.96,70.3%,12.6%
14th of February 2020,Hard Legion,Unique,2,0,Flashpoint 1 Europe Closed Qualifier,Hard Legion,Vladislav 'Krad' Kravchenko,33-29,4,78.9,78.0%,All maps,7559,7238,1.04,0.7,5034,321,1144,1229,0.93,1.01,71.0%,14.9%
14th of February 2020,Hard Legion,Unique,2,0,Flashpoint 1 Europe Closed Qualifier,Hard Legion,Igor 'Forester' Bezotecheskiy,29-31,-2,73.5,72.0%,All maps,7310,7323,1.0,0.67,4963,-13,1055,1055,1.0,0.99,72.4%,14.0%
14th of February 2020,Hard Legion,Unique,2,0,Flashpoint 1 Europe Closed Qualifier,Unique,Alexander 'zorte' Zagodirenko,37-35,2,68.3,68.0%,All maps,3333,2824,1.18,0.77,2190,509,634,400,1.58,1.25,70.2%,21.5%
14th of February 2020,Hard Legion,Unique,2,0,Flashpoint 1 Europe Closed Qualifier,Unique,Evgeny 'fenvicious' Mitsik,32-37,-5,73.2,70.0%,All maps,12082,11886,1.02,0.7,8183,196,1625,1638,0.99,0.98,69.4%,13.4%
14th of February 2020,Hard Legion,Unique,2,0,Flashpoint 1 Europe Closed Qualifier,Unique,Vadim 'Polt' Tsyrov,26-38,-12,68.6,72.0%,All maps,3409,3073,1.11,0.74,2335,336,449,325,1.38,1.04,71.0%,14.1%
14th of February 2020,Hard Legion,Unique,2,0,Flashpoint 1 Europe Closed Qualifier,Unique,Roberts 'R0b3n' Čigauskis,29-39,-10,71.1,58.0%,All maps,7023,6663,1.05,0.7,4777,360,843,903,0.93,0.94,71.6%,12.2%
14th of February 2020,Hard Legion,Unique,2,0,Flashpoint 1 Europe Closed Qualifier,Unique,Pavel 'PASHANOJ' Legostaev,20-38,-18,46.2,54.0%,All maps,6732,8230,0.82,0.59,4736,-1498,1129,1575,0.72,0.93,73.0%,15.0%
14th of February 2020,Copenhagen Flames,Secret,2,0,Flashpoint 1 Europe Closed Qualifier,Copenhagen Flames,Asger 'Farlig' Jensen,42-24,18,79.2,83.7%,All maps,6434,5410,1.19,0.74,4260,1024,1146,723,1.59,1.19,76.1%,19.2%
14th of February 2020,Copenhagen Flames,Secret,2,0,Flashpoint 1 Europe Closed Qualifier,Copenhagen Flames,René 'TeSeS' Madsen,41-32,9,92.5,77.6%,All maps,6714,6202,1.08,0.73,4473,512,912,863,1.06,1.01,72.3%,13.8%
14th of February 2020,Copenhagen Flames,Secret,2,0,Flashpoint 1 Europe Closed Qualifier,Copenhagen Flames,Asger 'AcilioN' Larsen,39-34,5,89.3,79.6%,All maps,20620,21270,0.97,0.66,14225,-650,3019,3232,0.93,0.98,74.1%,14.0%
14th of February 2020,Copenhagen Flames,Secret,2,0,Flashpoint 1 Europe Closed Qualifier,Copenhagen Flames,Thomas 'TMB' Bundsbæk,39-28,11,74.2,79.6%,All maps,3360,3548,0.95,0.64,2299,-188,469,608,0.77,0.92,73.3%,12.9%
14th of February 2020,Copenhagen Flames,Secret,2,0,Flashpoint 1 Europe Closed Qualifier,Copenhagen Flames,Magnus 'Nodios' Olsen,38-29,9,81.9,75.5%,All maps,5247,5016,1.05,0.68,3562,231,667,680,0.98,0.95,71.4%,11.8%
14th of February 2020,Copenhagen Flames,Secret,2,0,Flashpoint 1 Europe Closed Qualifier,Secret,Flatron 'juanflatroo' Halimi,37-42,-5,86.8,59.2%,All maps,2732,2600,1.05,0.77,1811,132,425,420,1.01,1.07,70.8%,17.0%
14th of February 2020,Copenhagen Flames,Secret,2,0,Flashpoint 1 Europe Closed Qualifier,Secret,Dionis 'sinnopsyy' Budeci,28-39,-11,71.3,67.3%,All maps,1757,1877,0.94,0.68,1170,-120,249,316,0.79,0.94,72.7%,14.1%
14th of February 2020,Copenhagen Flames,Secret,2,0,Flashpoint 1 Europe Closed Qualifier,Secret,Filip 'tudsoN' Tudev,32-40,-8,64.3,53.1%,All maps,1811,1858,0.97,0.66,1248,-47,245,263,0.93,0.96,69.0%,12.9%
14th of February 2020,Copenhagen Flames,Secret,2,0,Flashpoint 1 Europe Closed Qualifier,Secret,Vincent 'Happy' Schopenhauer,30-38,-8,66.9,69.4%,All maps,27848,25073,1.11,0.74,18974,2775,3380,2440,1.39,1.01,78.9%,13.5%
14th of February 2020,Copenhagen Flames,Secret,2,0,Flashpoint 1 Europe Closed Qualifier,Secret,Guy 'anarkez' Trachtman,20-40,-20,49.4,53.1%,All maps,2509,2475,1.01,0.7,1671,34,499,414,1.21,1.17,73.3%,20.4%
14th of February 2020,Spirit,Ekaterinburg,2,0,Flashpoint 1 Europe Closed Qualifier,Spirit,Artem 'iDISBALANCE' Egorov,40-17,23,98.2,81.0%,All maps,6450,5856,1.1,0.72,4402,594,1276,874,1.46,1.22,73.7%,21.0%
14th of February 2020,Spirit,Ekaterinburg,2,0,Flashpoint 1 Europe Closed Qualifier,Spirit,Viktor 'somedieyoung' Orudjev,34-16,18,80.5,81.0%,All maps,10905,9599,1.14,0.73,7254,1306,1300,1278,1.02,0.96,73.4%,12.4%
14th of February 2020,Spirit,Ekaterinburg,2,0,Flashpoint 1 Europe Closed Qualifier,Spirit,Nikolay 'mir' Bityukov,36-23,13,86.1,81.0%,All maps,10921,9721,1.12,0.75,7340,1200,1494,1318,1.13,1.03,75.0%,15.0%
14th of February 2020,Spirit,Ekaterinburg,2,0,Flashpoint 1 Europe Closed Qualifier,Spirit,Boris 'magixx' Vorobiev,33-22,11,87.4,76.2%,All maps,2264,2327,0.97,0.62,1583,-63,326,326,1.0,0.97,73.9%,12.7%
14th of February 2020,Spirit,Ekaterinburg,2,0,Flashpoint 1 Europe Closed Qualifier,Spirit,Leonid 'chopper' Vishnyakov,29-20,9,69.0,78.6%,All maps,10770,10897,0.99,0.67,7349,-127,1562,1664,0.94,0.98,69.4%,13.6%
14th of February 2020,Spirit,Ekaterinburg,2,0,Flashpoint 1 Europe Closed Qualifier,Ekaterinburg,Stepan 'synd' Korotaev,26-33,-7,63.7,54.8%,All maps,699,929,0.75,0.57,489,-230,104,166,0.63,0.86,64.4%,13.7%
14th of February 2020,Spirit,Ekaterinburg,2,0,Flashpoint 1 Europe Closed Qualifier,Ekaterinburg,Mihail 'wayzed' Novopashin,24-33,-9,68.6,50.0%,All maps,13,19,0.68,0.46,10,-6,5,2,2.5,1.44,60.0%,25.0%
14th of February 2020,Spirit,Ekaterinburg,2,0,Flashpoint 1 Europe Closed Qualifier,Ekaterinburg,Aleksandr 'santys' Vinogradov,22-35,-13,59.8,47.6%,All maps,304,373,0.82,0.63,200,-69,47,70,0.67,0.91,59.6%,15.0%
14th of February 2020,Spirit,Ekaterinburg,2,0,Flashpoint 1 Europe Closed Qualifier,Ekaterinburg,Ilya 'vikont' Lobov,17-34,-17,43.7,52.4%,All maps,11,23,0.48,0.39,7,-12,1,2,0.5,0.73,0.0%,0.0%
14th of February 2020,Spirit,Ekaterinburg,2,0,Flashpoint 1 Europe Closed Qualifier,Ekaterinburg,Semyon 'ridze' Lobanov,8-37,-29,33.5,35.7%,All maps,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0%,0.0%
14th of February 2020,100 Thieves,G2,0,2,BLAST Premier Spring Series 2020,100 Thieves,Aaron 'AZR' Ward,45-44,1,86.5,77.2%,All maps,15630,15490,1.01,0.7,10597,140,2068,1986,1.04,0.98,71.7%,12.7%
14th of February 2020,100 Thieves,G2,0,2,BLAST Premier Spring Series 2020,100 Thieves,Jay 'Liazz' Tregillgas,34-33,1,61.1,71.9%,All maps,13230,11007,1.2,0.73,8749,2223,1635,1347,1.21,1.0,74.3%,12.2%
14th of February 2020,100 Thieves,G2,0,2,BLAST Premier Spring Series 2020,100 Thieves,Justin 'jks' Savage,38-43,-5,71.9,71.9%,All maps,16117,14076,1.14,0.72,10632,2041,1820,1527,1.19,0.96,74.3%,11.6%
14th of February 2020,100 Thieves,G2,0,2,BLAST Premier Spring Series 2020,100 Thieves,Sean 'Gratisfaction' Kaiwai,28-41,-13,58.4,59.6%,All maps,12141,10543,1.15,0.7,8234,1598,2186,1526,1.43,1.15,75.9%,17.7%
14th of February 2020,100 Thieves,G2,0,2,BLAST Premier Spring Series 2020,100 Thieves,Joakim 'jkaem' Myrbostad,21-45,-24,51.9,57.9%,All maps,17013,16352,1.04,0.72,11337,661,2585,2491,1.04,1.04,73.4%,15.9%
14th of February 2020,100 Thieves,G2,0,2,BLAST Premier Spring Series 2020,G2,Nemanja 'nexa' Isaković,51-32,19,91.5,82.5%,All maps,15809,13720,1.15,0.73,10598,2089,1753,1696,1.03,0.94,73.9%,11.0%
14th of February 2020,100 Thieves,G2,0,2,BLAST Premier Spring Series 2020,G2,Kenny 'kennyS' Schrub,47-33,14,85.5,78.9%,All maps,32277,26398,1.22,0.77,21288,5879,5052,3386,1.49,1.13,76.8%,17.6%
14th of February 2020,100 Thieves,G2,0,2,BLAST Premier Spring Series 2020,G2,Nemanja 'huNter-' Kovač,40-36,4,84.3,75.4%,All maps,20782,17415,1.19,0.79,13532,3367,3224,2624,1.23,1.11,76.7%,17.3%
14th of February 2020,100 Thieves,G2,0,2,BLAST Premier Spring Series 2020,G2,Audric 'JaCkz' Jug,35-33,2,63.7,73.7%,All maps,12511,11875,1.05,0.71,8281,636,1977,1946,1.02,1.05,72.9%,15.7%
14th of February 2020,100 Thieves,G2,0,2,BLAST Premier Spring Series 2020,G2,François 'AmaNEk' Delaunay,32-32,0,61.3,78.9%,All maps,12435,11010,1.13,0.71,8381,1425,1656,1402,1.18,1.01,72.8%,13.3%
14th of February 2020,Spirit,Gambit Youngsters,2,1,WESG 2019 Russia Closed Qualifier,Spirit,Nikolay 'mir' Bityukov,66-49,17,91.8,77.5%,All maps,10921,9721,1.12,0.75,7340,1200,1494,1318,1.13,1.03,75.0%,15.0%
14th of February 2020,Spirit,Gambit Youngsters,2,1,WESG 2019 Russia Closed Qualifier,Spirit,Viktor 'somedieyoung' Orudjev,58-50,8,87.1,81.2%,All maps,10905,9599,1.14,0.73,7254,1306,1300,1278,1.02,0.96,73.4%,12.4%
14th of February 2020,Spirit,Gambit Youngsters,2,1,WESG 2019 Russia Closed Qualifier,Spirit,Artem 'iDISBALANCE' Egorov,54-44,10,71.9,73.8%,All maps,6450,5856,1.1,0.72,4402,594,1276,874,1.46,1.22,73.7%,21.0%
14th of February 2020,Spirit,Gambit Youngsters,2,1,WESG 2019 Russia Closed Qualifier,Spirit,Boris 'magixx' Vorobiev,41-42,-1,57.3,75.0%,All maps,2264,2327,0.97,0.62,1583,-63,326,326,1.0,0.97,73.9%,12.7%
14th of February 2020,Spirit,Gambit Youngsters,2,1,WESG 2019 Russia Closed Qualifier,Spirit,Leonid 'chopper' Vishnyakov,47-50,-3,52.8,68.8%,All maps,10770,10897,0.99,0.67,7349,-127,1562,1664,0.94,0.98,69.4%,13.6%
14th of February 2020,Spirit,Gambit Youngsters,2,1,WESG 2019 Russia Closed Qualifier,Gambit Youngsters,Dmitry 'sh1ro' Sokolov,55-46,9,68.4,70.0%,All maps,4740,3398,1.39,0.79,3129,1342,726,420,1.73,1.15,76.6%,17.6%
14th of February 2020,Spirit,Gambit Youngsters,2,1,WESG 2019 Russia Closed Qualifier,Gambit Youngsters,Timofey 'interz' Yakushin,50-54,-4,71.8,70.0%,All maps,3450,3383,1.02,0.61,2459,67,432,408,1.06,0.93,71.3%,10.5%
14th of February 2020,Spirit,Gambit Youngsters,2,1,WESG 2019 Russia Closed Qualifier,Gambit Youngsters,Sergey 'Ax1Le' Rykhtorov,42-57,-15,63.6,65.0%,All maps,5268,4982,1.06,0.69,3567,286,714,674,1.06,0.99,73.4%,13.3%
14th of February 2020,Spirit,Gambit Youngsters,2,1,WESG 2019 Russia Closed Qualifier,Gambit Youngsters,Anton 'supra' Tšernobai,46-55,-9,63.5,58.8%,All maps,3246,3225,1.01,0.68,2172,21,509,559,0.91,1.0,77.2%,15.6%
14th of February 2020,Spirit,Gambit Youngsters,2,1,WESG 2019 Russia Closed Qualifier,Gambit Youngsters,Vladislav 'nafany' Gorshkov,42-55,-13,62.0,61.3%,All maps,4041,4248,0.95,0.68,2742,-207,706,832,0.85,1.03,75.8%,17.2%
14th of February 2020,Yeah,Recon 5,2,1,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Yeah,Victor 'iDk' Torraca,76-50,26,99.3,78.8%,All maps,10559,9832,1.07,0.72,7027,727,1633,1529,1.07,1.05,75.2%,15.8%
14th of February 2020,Yeah,Recon 5,2,1,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Yeah,Eduardo 'dumau' Wolkmer,71-48,23,95.5,76.2%,All maps,1285,1157,1.11,0.72,865,128,173,154,1.12,1.01,71.7%,14.0%
14th of February 2020,Yeah,Recon 5,2,1,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Yeah,Rodrigo 'RCF' Figueiredo,73-44,29,87.5,76.2%,All maps,6077,6275,0.97,0.69,4090,-198,1110,1184,0.94,1.07,73.2%,18.7%
14th of February 2020,Yeah,Recon 5,2,1,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Yeah,Arthur 'f4stzin' Schmitt,50-52,-2,76.4,81.2%,All maps,2792,2847,0.98,0.68,1863,-55,433,457,0.95,1.01,73.7%,15.2%
14th of February 2020,Yeah,Recon 5,2,1,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Yeah,Alef 'tatazin' Pereira,41-39,2,54.1,80.0%,All maps,10068,9094,1.11,0.66,6996,974,1080,850,1.27,0.93,76.0%,10.0%
14th of February 2020,Yeah,Recon 5,2,1,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Recon 5,Chad 'Oderus' Miller,48-64,-16,65.9,62.5%,All maps,692,706,0.98,0.72,481,-14,93,99,0.94,0.98,72.0%,14.4%
14th of February 2020,Yeah,Recon 5,2,1,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Recon 5,Dominick 'JazzPimp' Dimpfel,49-65,-16,70.0,66.2%,All maps,8303,8220,1.01,0.72,5543,83,1659,1456,1.14,1.17,70.9%,20.9%
14th of February 2020,Yeah,Recon 5,2,1,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Recon 5,Carson 'nosraC' O'Reilly,46-67,-21,73.7,68.8%,All maps,1023,1028,1.0,0.7,688,-5,171,177,0.97,1.05,71.3%,16.8%
14th of February 2020,Yeah,Recon 5,2,1,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Recon 5,Austin 'AAustiN' Urb,45-58,-13,60.5,63.7%,All maps,638,757,0.84,0.59,449,-119,70,103,0.68,0.83,64.3%,8.5%
14th of February 2020,Yeah,Recon 5,2,1,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Recon 5,Riley 'Reality' Fusch,44-57,-13,63.9,63.7%,All maps,1300,1356,0.96,0.65,897,-56,163,180,0.91,0.92,72.4%,12.2%
14th of February 2020,Big Frames,LiViD,16,8,ESEA MDL Season 33 North America,Big Frames,Nolan 'bite' Hunstad,29-11,18,145.0,70.8%,All maps,1309,1417,0.92,0.64,917,-108,199,262,0.76,0.94,68.8%,13.8%
14th of February 2020,Big Frames,LiViD,16,8,ESEA MDL Season 33 North America,Big Frames,Matthew 'nero' Seymour,20-14,6,91.3,70.8%,All maps,705,630,1.12,0.76,467,75,119,91,1.31,1.15,66.4%,18.1%
14th of February 2020,Big Frames,LiViD,16,8,ESEA MDL Season 33 North America,Big Frames,Andy 'devastation' Parr,16-15,1,78.9,75.0%,All maps,2624,2796,0.94,0.67,1830,-172,306,334,0.92,0.91,69.6%,12.0%
14th of February 2020,Big Frames,LiViD,16,8,ESEA MDL Season 33 North America,Big Frames,Daniel 'picky' Milazzo,12-11,1,45.5,83.3%,All maps,2847,3047,0.93,0.67,1937,-200,361,432,0.84,0.92,68.7%,12.6%
14th of February 2020,Big Frames,LiViD,16,8,ESEA MDL Season 33 North America,Big Frames,Liam 'Welshy' Newhouse,12-13,-1,50.2,75.0%,All maps,1909,2177,0.88,0.64,1317,-268,310,395,0.78,0.97,72.6%,15.8%
14th of February 2020,Big Frames,LiViD,16,8,ESEA MDL Season 33 North America,LiViD,Anthony 'gMd' Guimond,22-14,8,93.0,66.7%,All maps,7855,7914,0.99,0.69,5305,-59,1139,1279,0.89,0.98,72.1%,14.4%
14th of February 2020,Big Frames,LiViD,16,8,ESEA MDL Season 33 North America,LiViD,Mathieu 'INCRED' Bergeron,14-16,-2,63.2,58.3%,All maps,1988,2004,0.99,0.67,1369,-16,327,280,1.17,1.06,68.2%,16.1%
14th of February 2020,Big Frames,LiViD,16,8,ESEA MDL Season 33 North America,LiViD,Danny 'huynh' Huynh,12-19,-7,65.1,45.8%,All maps,3892,4091,0.95,0.66,2701,-199,618,609,1.01,1.02,73.3%,15.7%
14th of February 2020,Big Frames,LiViD,16,8,ESEA MDL Season 33 North America,LiViD,Michael 'MkaeL' De Luca,10-18,-8,51.5,50.0%,All maps,1525,1850,0.82,0.59,1073,-325,197,276,0.71,0.87,63.5%,10.6%
14th of February 2020,Big Frames,LiViD,16,8,ESEA MDL Season 33 North America,LiViD,Abdo 'c4Lypso' Agha,6-22,-16,38.5,50.0%,All maps,2045,1937,1.06,0.74,1349,108,284,273,1.04,1.02,72.9%,15.8%
14th of February 2020,W7M,Bravos,2,0,CLUTCH Season 2,W7M,Antonio 'real' Oliveira,50-35,15,104.8,75.0%,All maps,5375,5051,1.06,0.7,3629,324,798,779,1.02,1.01,69.9%,13.9%
14th of February 2020,W7M,Bravos,2,0,CLUTCH Season 2,W7M,Fillipe 'pancc' Martins,39-31,8,90.0,64.6%,All maps,7159,6546,1.09,0.74,4698,613,1092,1051,1.04,1.05,74.2%,16.1%
14th of February 2020,W7M,Bravos,2,0,CLUTCH Season 2,W7M,Rinaldo 'ableJ' Moda Junior,33-29,4,72.5,77.1%,All maps,5672,5437,1.04,0.66,3972,235,663,695,0.95,0.92,71.9%,10.1%
14th of February 2020,W7M,Bravos,2,0,CLUTCH Season 2,W7M,Felipe 'skullz' Medeiros,30-26,4,65.0,68.8%,All maps,1767,1675,1.05,0.71,1175,92,232,246,0.94,0.97,74.1%,13.5%
14th of February 2020,W7M,Bravos,2,0,CLUTCH Season 2,W7M,Rafael 'raafa' Lima,26-26,0,67.6,75.0%,All maps,8760,7990,1.1,0.69,5979,770,1457,1240,1.18,1.08,76.2%,16.8%
14th of February 2020,W7M,Bravos,2,0,CLUTCH Season 2,Bravos,Lucas 'lealziNho' Leal,27-36,-9,67.8,75.0%,All maps,569,610,0.93,0.62,402,-41,98,118,0.83,0.99,71.4%,15.1%
14th of February 2020,W7M,Bravos,2,0,CLUTCH Season 2,Bravos,Adriano 'WOOD7' Cerato,32-34,-2,64.7,62.5%,All maps,3002,3198,0.94,0.63,2137,-196,346,435,0.8,0.88,69.1%,10.6%
14th of February 2020,W7M,Bravos,2,0,CLUTCH Season 2,Bravos,Matheus 'krg' Dantas,31-37,-6,66.1,56.2%,All maps,4174,4151,1.01,0.69,2839,23,628,628,1.0,1.01,72.5%,15.5%
14th of February 2020,W7M,Bravos,2,0,CLUTCH Season 2,Bravos,Leonardo 'LeoGOD' Silva,30-38,-8,83.0,56.2%,All maps,1151,1219,0.94,0.64,792,-68,209,196,1.07,1.06,71.3%,17.5%
14th of February 2020,W7M,Bravos,2,0,CLUTCH Season 2,Bravos,Kaique 'kaiG' Guidotti,27-33,-6,74.1,64.6%,All maps,4766,4618,1.03,0.7,3239,148,570,539,1.06,0.95,73.2%,12.3%
14th of February 2020,Big Frames,Orgless,0,2,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Big Frames,Andy 'devastation' Parr,44-36,8,83.2,73.6%,All maps,2624,2796,0.94,0.67,1830,-172,306,334,0.92,0.91,69.6%,12.0%
14th of February 2020,Big Frames,Orgless,0,2,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Big Frames,Matthew 'nero' Seymour,30-37,-7,58.6,73.6%,All maps,705,630,1.12,0.76,467,75,119,91,1.31,1.15,66.4%,18.1%
14th of February 2020,Big Frames,Orgless,0,2,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Big Frames,Liam 'Welshy' Newhouse,25-40,-15,76.3,58.5%,All maps,1909,2177,0.88,0.64,1317,-268,310,395,0.78,0.97,72.6%,15.8%
14th of February 2020,Big Frames,Orgless,0,2,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Big Frames,Nolan 'bite' Hunstad,33-38,-5,62.1,66.0%,All maps,1309,1417,0.92,0.64,917,-108,199,262,0.76,0.94,68.8%,13.8%
14th of February 2020,Big Frames,Orgless,0,2,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Big Frames,Daniel 'picky' Milazzo,27-38,-11,59.7,71.7%,All maps,2847,3047,0.93,0.67,1937,-200,361,432,0.84,0.92,68.7%,12.6%
14th of February 2020,Big Frames,Orgless,0,2,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Orgless,Yassine 'Subroza' Taoufik,48-33,15,93.1,79.2%,All maps,10604,10214,1.04,0.72,7065,390,1829,1702,1.07,1.1,71.8%,17.8%
14th of February 2020,Big Frames,Orgless,0,2,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Orgless,Jaccob 'yay' Whiteaker,45-29,16,85.2,83.0%,All maps,11353,10782,1.05,0.73,7408,571,1913,1920,1.0,1.08,74.6%,17.5%
14th of February 2020,Big Frames,Orgless,0,2,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Orgless,Gage 'Infinite' Green,45-32,13,85.2,71.7%,All maps,8651,7461,1.16,0.76,5606,1190,1199,1115,1.08,1.03,72.2%,14.3%
14th of February 2020,Big Frames,Orgless,0,2,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Orgless,Matthew 'WARDELL' Yu,29-32,-3,66.3,62.3%,All maps,10487,9020,1.16,0.74,6933,1467,1853,1282,1.45,1.17,72.2%,18.5%
14th of February 2020,Big Frames,Orgless,0,2,Americas Minor North America Open Qualifier 4 - ESL One Rio 2020,Orgless,Pujan 'FNS' Mehta,22-34,-12,54.6,73.6%,All maps,14363,15970,0.9,0.61,10184,-1607,1789,2226,0.8,0.89,73.0%,10.8%
13th of February 2020,Complexity,SMASH,1,2,Europe Minor Open Qualifier 4 - ESL One Rio 2020,Complexity,Valentin 'poizon' Vasilev,64-57,7,81.1,71.4%,All maps,14275,11710,1.22,0.77,9285,2565,2392,1679,1.42,1.16,76.4%,18.8%
13th of February 2020,Complexity,SMASH,1,2,Europe Minor Open Qualifier 4 - ESL One Rio 2020,Complexity,William 'RUSH' Wierzba,61-56,5,78.6,69.0%,All maps,18415,17816,1.03,0.69,12468,599,2477,2500,0.99,0.98,73.1%,13.1%
13th of February 2020,Complexity,SMASH,1,2,Europe Minor Open Qualifier 4 - ESL One Rio 2020,Complexity,Benjamin 'blameF' Bremer,55-54,1,72.7,70.2%,All maps,7611,6033,1.26,0.78,5026,1578,1169,850,1.38,1.12,74.5%,17.6%
13th of February 2020,Complexity,SMASH,1,2,Europe Minor Open Qualifier 4 - ESL One Rio 2020,Complexity,Kristian 'k0nfig' Wienecke,50-67,-17,66.8,61.9%,All maps,21408,19644,1.09,0.75,13938,1764,3418,3247,1.05,1.08,73.6%,17.1%
13th of February 2020,Complexity,SMASH,1,2,Europe Minor Open Qualifier 4 - ESL One Rio 2020,Complexity,Owen 'oBo' Schlatter,41-59,-18,62.4,69.0%,All maps,2247,2148,1.05,0.74,1506,99,313,309,1.01,1.01,72.2%,15.0%
13th of February 2020,Complexity,SMASH,1,2,Europe Minor Open Qualifier 4 - ESL One Rio 2020,SMASH,Kristjan 'fejtZ' Allsaar,67-51,16,95.1,88.1%,All maps,11753,10312,1.14,0.76,7757,1441,1398,1198,1.17,0.99,74.5%,13.1%
13th of February 2020,Complexity,SMASH,1,2,Europe Minor Open Qualifier 4 - ESL One Rio 2020,SMASH,Joakim 'disco doplan' Gidetun,66-54,12,81.5,72.6%,All maps,17255,15988,1.08,0.71,11667,1267,2307,2232,1.03,0.99,73.4%,13.5%
13th of February 2020,Complexity,SMASH,1,2,Europe Minor Open Qualifier 4 - ESL One Rio 2020,SMASH,Sebastian 'NEEX' Trela,66-52,14,70.6,78.6%,All maps,7713,7121,1.08,0.73,5175,592,1257,831,1.51,1.13,77.2%,18.8%
