Date,Team1,Team2,Final Result 1,Final Result 2,Tournament,Player Team,Player,KD,ADR,KAST,Rating,Map,Overall Kills,Overall Deaths,Overal Kill / Death,Overall Kill / Round,Overall Rounds with Kills,Overall Kill - Death Diff,Opening Total Kills,Opening Total Deaths,Opening Kill Ratio,Opening Kill rating,Opening Team win percent after 1st kill,Opening 1st kill in won rounds
14th of February 2020,AGO,Tricked,1,2,Flashpoint 1 Europe Closed Qualifier,AGO,Patryk 'Sidney' Korab,58-57,1,70.7,80.0%,All maps,4305,4361,0.99,0.64,2945,-56,517,521,0.99,0.92,70.6%,10.8%
14th of February 2020,AGO,Tricked,1,2,Flashpoint 1 Europe Closed Qualifier,AGO,Dominik 'GruBy' Swiderski,50-66,-16,66.4,69.5%,All maps,23996,23243,1.03,0.69,16072,753,3200,3323,0.96,0.97,74.1%,13.3%
14th of February 2020,AGO,Tricked,1,2,Flashpoint 1 Europe Closed Qualifier,Tricked,Magnus 'Toft' Toft,71-62,9,80.8,68.4%,All maps,1089,1087,1.0,0.67,748,2,172,193,0.89,1.0,73.3%,16.2%
14th of February 2020,AGO,Tricked,1,2,Flashpoint 1 Europe Closed Qualifier,Tricked,Philip 'Lucky' Ewald,68-58,10,75.5,69.5%,All maps,1756,1656,1.06,0.72,1194,100,307,240,1.28,1.13,69.7%,17.9%
14th of February 2020,AGO,Tricked,1,2,Flashpoint 1 Europe Closed Qualifier,Tricked,Nicolai 'torben' Amorim,49-62,-13,71.1,69.5%,All maps,7658,8653,0.89,0.59,5432,-995,974,1214,0.8,0.89,69.1%,10.3%
14th of February 2020,AGO,Tricked,1,2,Flashpoint 1 Europe Closed Qualifier,Tricked,Oliver 'kwezz' Rasmussen,60-69,-9,63.5,63.2%,All maps,2440,2642,0.92,0.64,1647,-202,282,336,0.84,0.89,73.0%,11.5%
14th of February 2020,AGO,Tricked,1,2,Flashpoint 1 Europe Closed Qualifier,Tricked,Andreas 'kiR' Kirstein,54-68,-14,61.4,68.4%,All maps,1904,1985,0.96,0.68,1271,-81,310,310,1.0,1.04,67.7%,15.3%
14th of February 2020,HellRaisers,AVEZ,1,2,Flashpoint 1 Europe Closed Qualifier,HellRaisers,Žygimantas 'nukkye' Chmieliauskas,68-61,7,86.7,65.9%,All maps,10150,8903,1.14,0.72,6722,1247,1466,1365,1.07,1.03,74.0%,14.8%
14th of February 2020,HellRaisers,AVEZ,1,2,Flashpoint 1 Europe Closed Qualifier,HellRaisers,Vadim 'Flarich' Karetin,58-56,2,70.9,64.8%,All maps,12361,10735,1.15,0.72,8251,1626,1452,1227,1.18,0.97,71.6%,12.1%
14th of February 2020,HellRaisers,AVEZ,1,2,Flashpoint 1 Europe Closed Qualifier,HellRaisers,Kirill 'ANGE1' Karasiow,53-60,-7,68.3,58.0%,All maps,30286,30851,0.98,0.7,20220,-565,5795,6153,0.94,1.1,73.1%,19.0%
14th of February 2020,HellRaisers,AVEZ,1,2,Flashpoint 1 Europe Closed Qualifier,HellRaisers,Igor 'crush' Shevchenko,51-63,-12,70.0,73.9%,All maps,9861,10873,0.91,0.62,6898,-1012,1356,1729,0.78,0.91,72.9%,12.6%
14th of February 2020,HellRaisers,AVEZ,1,2,Flashpoint 1 Europe Closed Qualifier,HellRaisers,Ivan 'AiyvaN' Semenets,52-60,-8,64.3,62.5%,All maps,11685,11109,1.05,0.7,7844,576,1909,1685,1.13,1.07,71.3%,16.6%
14th of February 2020,HellRaisers,AVEZ,1,2,Flashpoint 1 Europe Closed Qualifier,AVEZ,Kacper 'Kylar' Walukiewicz,75-49,26,91.3,71.6%,All maps,606,606,1.0,0.67,404,0,87,86,1.01,0.99,72.4%,14.7%
14th of February 2020,HellRaisers,AVEZ,1,2,Flashpoint 1 Europe Closed Qualifier,AVEZ,Kamil 'KEi' Pietkun,73-54,19,88.9,70.5%,All maps,1176,1258,0.93,0.69,812,-82,182,203,0.9,1.0,71.4%,16.0%
14th of February 2020,HellRaisers,AVEZ,1,2,Flashpoint 1 Europe Closed Qualifier,AVEZ,Kuba 'Markoś' Markowski,48-54,-6,58.5,67.0%,All maps,2895,2948,0.98,0.68,2007,-53,434,390,1.11,1.02,69.6%,15.2%
14th of February 2020,HellRaisers,AVEZ,1,2,Flashpoint 1 Europe Closed Qualifier,AVEZ,Piotr 'nawrot' Nawrocki,53-58,-5,62.9,61.4%,All maps,4731,5213,0.91,0.63,3306,-482,757,759,1.0,1.0,70.0%,14.4%
14th of February 2020,HellRaisers,AVEZ,1,2,Flashpoint 1 Europe Closed Qualifier,AVEZ,Michał 'MOLSI' Łącki,49-67,-18,70.1,61.4%,All maps,4485,4648,0.96,0.67,3064,-163,629,660,0.95,0.97,70.0%,13.9%
14th of February 2020,SKADE,Singularity,2,1,Flashpoint 1 Europe Closed Qualifier,SKADE,Denislav 'dennyslaw' Dimitrov,70-52,18,85.5,78.6%,All maps,4631,4155,1.11,0.74,3088,476,702,560,1.25,1.08,72.6%,16.4%
14th of February 2020,SKADE,Singularity,2,1,Flashpoint 1 Europe Closed Qualifier,SKADE,Alex 'Rainwaker' Petrov,73-57,16,85.0,65.5%,All maps,3557,3482,1.02,0.68,2408,75,473,531,0.89,0.95,73.6%,13.3%
14th of February 2020,SKADE,Singularity,2,1,Flashpoint 1 Europe Closed Qualifier,SKADE,Kostadin 'rafftu' Turbinov,47-53,-6,68.5,69.0%,All maps,4671,4967,0.94,0.64,3287,-296,666,701,0.95,0.97,72.1%,12.9%
14th of February 2020,SKADE,Singularity,2,1,Flashpoint 1 Europe Closed Qualifier,SKADE,Ivan 'Rock1nG' Stratiev,44-58,-14,63.3,65.5%,All maps,11551,12029,0.96,0.67,7913,-478,1755,1900,0.92,0.99,73.8%,14.5%
14th of February 2020,SKADE,Singularity,2,1,Flashpoint 1 Europe Closed Qualifier,SKADE,Teodor 'SPELLAN' Nikolov,39-60,-21,52.2,61.9%,All maps,17916,17564,1.02,0.67,12291,352,2669,2639,1.01,1.0,73.2%,13.9%
14th of February 2020,SKADE,Singularity,2,1,Flashpoint 1 Europe Closed Qualifier,Singularity,Daniel 'mertz' Mertz,70-55,15,87.6,71.4%,All maps,12611,11019,1.14,0.75,8438,1592,2507,1804,1.39,1.23,74.9%,21.6%
14th of February 2020,SKADE,Singularity,2,1,Flashpoint 1 Europe Closed Qualifier,Singularity,Tobias 'TOBIZ' Theo,54-51,3,73.9,71.4%,All maps,1471,1540,0.96,0.65,1027,-69,178,213,0.84,0.9,75.8%,11.7%
14th of February 2020,SKADE,Singularity,2,1,Flashpoint 1 Europe Closed Qualifier,Singularity,Jonas 'Queenix' Dideriksen,53-55,-2,74.3,72.6%,All maps,673,668,1.01,0.66,479,5,93,73,1.27,1.0,68.8%,12.9%
14th of February 2020,SKADE,Singularity,2,1,Flashpoint 1 Europe Closed Qualifier,Singularity,Casper 'Celrate' Andersen,53-56,-3,68.1,70.2%,All maps,3519,3349,1.05,0.7,2379,170,416,450,0.92,0.93,71.4%,11.9%
14th of February 2020,SKADE,Singularity,2,1,Flashpoint 1 Europe Closed Qualifier,Singularity,Jakob 'Jabbi' Nygaard,49-56,-7,64.1,64.3%,All maps,679,702,0.97,0.66,479,-23,92,88,1.05,0.97,77.2%,13.5%
14th of February 2020,Illuminar,1WIN,1,2,Flashpoint 1 Europe Closed Qualifier,Illuminar,Karol 'rallen' Rodowicz,72-53,19,97.3,69.9%,All maps,25705,23481,1.09,0.72,17375,2224,3758,3206,1.17,1.04,74.4%,15.2%
14th of February 2020,Illuminar,1WIN,1,2,Flashpoint 1 Europe Closed Qualifier,Illuminar,Paweł 'innocent' Mocek,68-53,15,88.9,72.3%,All maps,23095,22537,1.02,0.7,15654,558,3014,3034,0.99,0.97,74.3%,13.3%
14th of February 2020,Illuminar,1WIN,1,2,Flashpoint 1 Europe Closed Qualifier,Illuminar,Paweł 'reatz' Jańczak,49-54,-5,63.8,69.9%,All maps,20126,19206,1.05,0.71,13541,920,2427,2350,1.03,0.95,73.5%,12.3%
14th of February 2020,Illuminar,1WIN,1,2,Flashpoint 1 Europe Closed Qualifier,Illuminar,Michał 'snatchie' Rudzki,47-56,-9,59.2,66.3%,All maps,17038,16322,1.04,0.71,11348,716,3008,2495,1.21,1.12,75.2%,18.8%
14th of February 2020,Illuminar,1WIN,1,2,Flashpoint 1 Europe Closed Qualifier,Illuminar,Michał 'mono' Gabszewicz,42-59,-17,59.5,60.2%,All maps,9099,8923,1.02,0.68,6310,176,952,940,1.01,0.9,71.0%,10.0%
14th of February 2020,Illuminar,1WIN,1,2,Flashpoint 1 Europe Closed Qualifier,1WIN,Aleksandr 'TRAVIS' Timkiv,63-60,3,85.1,68.7%,All maps,1227,1191,1.03,0.71,808,36,193,215,0.9,1.02,72.5%,15.9%
14th of February 2020,Illuminar,1WIN,1,2,Flashpoint 1 Europe Closed Qualifier,1WIN,Vadim 'DavCost' Vasilyev,56-52,4,71.7,67.5%,All maps,17791,16017,1.11,0.72,11927,1774,2947,2135,1.38,1.12,74.1%,17.3%
14th of February 2020,Illuminar,1WIN,1,2,Flashpoint 1 Europe Closed Qualifier,1WIN,Dmitriy 'propleh' Senigov,56-59,-3,73.2,68.7%,All maps,12866,13558,0.95,0.64,9028,-692,1798,1772,1.01,0.97,71.3%,12.5%
14th of February 2020,Illuminar,1WIN,1,2,Flashpoint 1 Europe Closed Qualifier,1WIN,Anton 'tonyblack' Kolesnikov,50-54,-4,70.4,73.5%,All maps,3444,3564,0.97,0.65,2390,-120,434,459,0.95,0.93,72.1%,12.0%
14th of February 2020,Illuminar,1WIN,1,2,Flashpoint 1 Europe Closed Qualifier,1WIN,Sergey 'starix' Ischuk,50-53,-3,63.5,67.5%,All maps,10114,10250,0.99,0.66,6969,-136,1377,1396,0.99,0.96,75.3%,13.0%
14th of February 2020,Gambit Youngsters,sAw,1,2,Flashpoint 1 Europe Closed Qualifier,Gambit Youngsters,Dmitry 'sh1ro' Sokolov,70-47,23,82.6,76.5%,All maps,4740,3398,1.39,0.79,3129,1342,726,420,1.73,1.15,76.6%,17.6%
14th of February 2020,Gambit Youngsters,sAw,1,2,Flashpoint 1 Europe Closed Qualifier,Gambit Youngsters,Sergey 'Ax1Le' Rykhtorov,60-48,12,86.0,74.1%,All maps,5268,4982,1.06,0.69,3567,286,714,674,1.06,0.99,73.4%,13.3%
14th of February 2020,Gambit Youngsters,sAw,1,2,Flashpoint 1 Europe Closed Qualifier,Gambit Youngsters,Timofey 'interz' Yakushin,37-45,-8,51.5,70.4%,All maps,3450,3383,1.02,0.61,2459,67,432,408,1.06,0.93,71.3%,10.5%
14th of February 2020,Gambit Youngsters,sAw,1,2,Flashpoint 1 Europe Closed Qualifier,Gambit Youngsters,Vladislav 'nafany' Gorshkov,42-58,-16,65.0,66.7%,All maps,4041,4248,0.95,0.68,2742,-207,706,832,0.85,1.03,75.8%,17.2%
14th of February 2020,Gambit Youngsters,sAw,1,2,Flashpoint 1 Europe Closed Qualifier,Gambit Youngsters,Anton 'supra' Tšernobai,43-58,-15,58.4,61.7%,All maps,3246,3225,1.01,0.68,2172,21,509,559,0.91,1.0,77.2%,15.6%
14th of February 2020,Gambit Youngsters,sAw,1,2,Flashpoint 1 Europe Closed Qualifier,sAw,Christopher 'MUTiRiS' Fernandes,77-52,25,96.7,74.1%,All maps,10638,10677,1.0,0.7,7247,-39,1543,1520,1.02,1.01,73.0%,15.3%
14th of February 2020,Gambit Youngsters,sAw,1,2,Flashpoint 1 Europe Closed Qualifier,sAw,Tiago 'JUST' Moura,51-50,1,70.8,77.8%,All maps,4704,4430,1.06,0.7,3069,274,567,592,0.96,0.94,74.6%,12.2%
14th of February 2020,Gambit Youngsters,sAw,1,2,Flashpoint 1 Europe Closed Qualifier,sAw,Omar 'arki' Chakkor,42-47,-5,56.8,76.5%,All maps,5093,5400,0.94,0.65,3491,-307,828,902,0.92,1.0,72.4%,15.3%
14th of February 2020,Gambit Youngsters,sAw,1,2,Flashpoint 1 Europe Closed Qualifier,sAw,Ricardo 'rmn' Oliveira,49-57,-8,55.0,66.7%,All maps,2791,2664,1.05,0.68,1866,127,519,434,1.2,1.12,72.3%,18.3%
14th of February 2020,Gambit Youngsters,sAw,1,2,Flashpoint 1 Europe Closed Qualifier,sAw,Renato 'stadodo' Gonçalves,37-46,-9,59.4,65.4%,All maps,8906,9029,0.99,0.69,6072,-123,1094,1108,0.99,0.95,70.3%,12.2%
14th of February 2020,HAVU,Nexus,2,1,Flashpoint 1 Europe Closed Qualifier,HAVU,Lasse 'ZOREE' Uronen,76-51,25,89.4,83.3%,All maps,23278,20381,1.14,0.72,15648,2897,3539,2690,1.32,1.07,73.4%,15.6%
14th of February 2020,HAVU,Nexus,2,1,Flashpoint 1 Europe Closed Qualifier,HAVU,Aaro 'hoody' Peltokangas,62-57,5,78.4,71.4%,All maps,8584,8220,1.04,0.71,5721,364,1267,1302,0.97,1.01,73.4%,15.0%
14th of February 2020,HAVU,Nexus,2,1,Flashpoint 1 Europe Closed Qualifier,HAVU,Olli 'sLowi' Pitkänen,64-57,7,84.4,69.0%,All maps,12625,11882,1.06,0.7,8473,743,2099,1963,1.07,1.07,74.5%,16.6%
14th of February 2020,HAVU,Nexus,2,1,Flashpoint 1 Europe Closed Qualifier,HAVU,Joonas 'doto' Forss,63-66,-3,83.2,73.8%,All maps,4673,4704,0.99,0.67,3139,-31,751,839,0.9,1.01,71.5%,15.0%
14th of February 2020,HAVU,Nexus,2,1,Flashpoint 1 Europe Closed Qualifier,HAVU,Eetu 'sAw' Saha,42-58,-16,68.9,66.7%,All maps,17871,19341,0.92,0.62,12595,-1470,2170,2452,0.88,0.9,77.2%,11.1%
14th of February 2020,HAVU,Nexus,2,1,Flashpoint 1 Europe Closed Qualifier,Nexus,Ivan 'iM' Mihai,68-61,7,89.9,65.5%,All maps,3204,3283,0.98,0.68,2226,-79,384,429,0.9,0.92,68.8%,11.1%
14th of February 2020,HAVU,Nexus,2,1,Flashpoint 1 Europe Closed Qualifier,Nexus,Cosmin 'ragga' Teodorescu,62-63,-1,81.6,67.9%,All maps,810,743,1.09,0.72,522,67,139,110,1.26,1.12,75.5%,18.6%
14th of February 2020,HAVU,Nexus,2,1,Flashpoint 1 Europe Closed Qualifier,Nexus,Cristian 'sXe' Nita,56-58,-2,69.8,73.8%,All maps,7366,6912,1.07,0.71,4925,454,897,962,0.93,0.94,74.5%,12.0%
14th of February 2020,HAVU,Nexus,2,1,Flashpoint 1 Europe Closed Qualifier,Nexus,Adrian 'XELLOW' Guta,58-62,-4,74.6,63.1%,All maps,12128,10096,1.2,0.81,7852,2032,2178,1641,1.33,1.21,73.9%,20.4%
14th of February 2020,HAVU,Nexus,2,1,Flashpoint 1 Europe Closed Qualifier,Nexus,Catalin-Ionut 'BTN' Stanescu,44-65,-21,63.5,64.3%,All maps,10662,11109,0.96,0.68,7262,-447,1462,1617,0.9,0.96,74.8%,13.3%
14th of February 2020,W7M,Soberano,2,0,Flashpoint 1 South America Closed Qualifier,W7M,Felipe 'skullz' Medeiros,41-28,13,100.0,77.1%,All maps,1767,1675,1.05,0.71,1175,92,232,246,0.94,0.97,74.1%,13.5%
14th of February 2020,W7M,Soberano,2,0,Flashpoint 1 South America Closed Qualifier,W7M,Rinaldo 'ableJ' Moda Junior,46-29,17,95.2,83.3%,All maps,5672,5437,1.04,0.66,3972,235,663,695,0.95,0.92,71.9%,10.1%
14th of February 2020,W7M,Soberano,2,0,Flashpoint 1 South America Closed Qualifier,W7M,Fillipe 'pancc' Martins,42-26,16,83.2,79.2%,All maps,7159,6546,1.09,0.74,4698,613,1092,1051,1.04,1.05,74.2%,16.1%
14th of February 2020,W7M,Soberano,2,0,Flashpoint 1 South America Closed Qualifier,W7M,Rafael 'raafa' Lima,36-26,10,83.8,79.2%,All maps,8760,7990,1.1,0.69,5979,770,1457,1240,1.18,1.08,76.2%,16.8%
14th of February 2020,W7M,Soberano,2,0,Flashpoint 1 South America Closed Qualifier,W7M,Antonio 'real' Oliveira,30-25,5,70.4,83.3%,All maps,5375,5051,1.06,0.7,3629,324,798,779,1.02,1.01,69.9%,13.9%
14th of February 2020,W7M,Soberano,2,0,Flashpoint 1 South America Closed Qualifier,Soberano,Gustavo 'tge' Motta,31-37,-6,70.4,58.3%,All maps,1211,1208,1.0,0.7,840,3,158,152,1.04,0.98,66.5%,13.0%
14th of February 2020,W7M,Soberano,2,0,Flashpoint 1 South America Closed Qualifier,Soberano,Vinicius 'vhz' Santana,32-41,-9,65.3,52.1%,All maps,2412,2399,1.01,0.7,1647,13,447,315,1.42,1.16,67.8%,19.5%
14th of February 2020,W7M,Soberano,2,0,Flashpoint 1 South America Closed Qualifier,Soberano,Kevyn 'BALEROSTYLE' Guedes,26-40,-14,72.9,64.6%,All maps,285,245,1.16,0.81,184,40,47,34,1.38,1.17,72.3%,19.8%
14th of February 2020,W7M,Soberano,2,0,Flashpoint 1 South America Closed Qualifier,Soberano,Abraão 'abr' Campagnac,24-38,-14,54.4,58.3%,All maps,1636,1543,1.06,0.72,1121,93,199,184,1.08,0.97,71.9%,13.5%
14th of February 2020,W7M,Soberano,2,0,Flashpoint 1 South America Closed Qualifier,Soberano,Felipe 'fells' Pereira,20-41,-21,49.3,54.2%,All maps,311,427,0.73,0.54,221,-116,36,70,0.51,0.78,75.0%,11.9%
14th of February 2020,Juggernauts,Sinners,1,2,Flashpoint 1 Europe Closed Qualifier,Juggernauts,Dimitrije 'DiMKE' Veljković,68-56,12,86.4,71.3%,All maps,6696,6263,1.07,0.72,4449,433,862,809,1.07,0.99,74.0%,13.7%
14th of February 2020,Juggernauts,Sinners,1,2,Flashpoint 1 Europe Closed Qualifier,Juggernauts,Nemanja 'sarenii' Šarenac,59-55,4,75.3,69.0%,All maps,1738,1986,0.88,0.62,1229,-248,319,346,0.92,1.03,73.4%,16.3%
14th of February 2020,Juggernauts,Sinners,1,2,Flashpoint 1 Europe Closed Qualifier,Juggernauts,Aleksa 'Impulse' Stankić,46-57,-11,70.2,71.3%,All maps,8546,7329,1.17,0.73,5693,1217,1290,975,1.32,1.08,73.8%,15.4%
14th of February 2020,Juggernauts,Sinners,1,2,Flashpoint 1 Europe Closed Qualifier,Juggernauts,Miloš 'dEE' Marčeta,57-56,1,63.9,67.8%,All maps,4453,3939,1.13,0.74,3020,514,749,528,1.42,1.14,73.6%,18.4%
14th of February 2020,Juggernauts,Sinners,1,2,Flashpoint 1 Europe Closed Qualifier,Juggernauts,Filip 'aVN' Belojica,56-59,-3,69.2,70.1%,All maps,3672,3874,0.95,0.65,2543,-202,441,555,0.79,0.89,71.4%,11.1%
14th of February 2020,Juggernauts,Sinners,1,2,Flashpoint 1 Europe Closed Qualifier,Sinners,Hubert 'CaNNiE' Ludwig,65-50,15,81.2,75.9%,All maps,2476,2493,0.99,0.69,1663,-17,503,468,1.07,1.15,70.8%,19.4%
14th of February 2020,Juggernauts,Sinners,1,2,Flashpoint 1 Europe Closed Qualifier,Sinners,Jindřich 'ZEDKO' Chyba,60-59,1,78.4,72.4%,All maps,9204,9123,1.01,0.68,6302,81,1435,1391,1.03,1.03,73.0%,14.8%
14th of February 2020,Juggernauts,Sinners,1,2,Flashpoint 1 Europe Closed Qualifier,Sinners,Max 'SHOCK' Kvapil,53-57,-4,67.2,64.4%,All maps,1771,1502,1.18,0.79,1151,269,263,228,1.15,1.08,70.3%,16.0%
14th of February 2020,Juggernauts,Sinners,1,2,Flashpoint 1 Europe Closed Qualifier,Sinners,Sebastian 'beastik' Daňo,57-60,-3,68.9,66.7%,All maps,1825,1742,1.05,0.7,1244,83,235,255,0.92,0.95,72.8%,13.3%
14th of February 2020,Juggernauts,Sinners,1,2,Flashpoint 1 Europe Closed Qualifier,Sinners,Adam 'NEOFRAG' Zouhar,47-60,-13,69.6,58.6%,All maps,1467,1253,1.17,0.8,911,214,285,221,1.29,1.25,72.3%,21.7%
14th of February 2020,RED Canids,Rysix,2,0,Flashpoint 1 South America Closed Qualifier,RED Canids,Bruno 'latto' Rebelatto,40-28,12,85.8,84.0%,All maps,982,848,1.16,0.75,655,134,118,107,1.1,0.98,66.1%,12.1%
14th of February 2020,RED Canids,Rysix,2,0,Flashpoint 1 South America Closed Qualifier,RED Canids,Lincoln 'fnx' Lau,43-33,10,96.2,74.0%,All maps,9632,8769,1.1,0.72,6555,863,1366,1284,1.06,1.02,75.5%,14.0%
14th of February 2020,RED Canids,Rysix,2,0,Flashpoint 1 South America Closed Qualifier,RED Canids,Renato 'nak' Nakano,41-30,11,72.7,80.0%,All maps,6864,7395,0.93,0.62,4780,-531,806,954,0.84,0.89,76.2%,10.9%
14th of February 2020,RED Canids,Rysix,2,0,Flashpoint 1 South America Closed Qualifier,RED Canids,Lucas 'DeStiNy' Bullo,36-32,4,75.9,72.0%,All maps,13058,12759,1.02,0.72,8715,299,2367,2383,0.99,1.1,72.6%,18.2%
14th of February 2020,RED Canids,Rysix,2,0,Flashpoint 1 South America Closed Qualifier,RED Canids,Gabriel 'nython' Lino,34-35,-1,75.4,78.0%,All maps,2120,1934,1.1,0.74,1418,186,384,329,1.17,1.14,71.9%,19.4%
14th of February 2020,RED Canids,Rysix,2,0,Flashpoint 1 South America Closed Qualifier,Rysix,David 'dav1d' Tapia Maldonado,47-43,4,106.4,72.0%,All maps,475,433,1.1,0.8,300,42,74,61,1.21,1.12,74.3%,19.6%
14th of February 2020,RED Canids,Rysix,2,0,Flashpoint 1 South America Closed Qualifier,Rysix,Genaro 'restikk' Hokama,40-37,3,71.9,64.0%,All maps,1655,1765,0.94,0.63,1141,-110,216,217,1.0,0.94,75.5%,12.6%
14th of February 2020,RED Canids,Rysix,2,0,Flashpoint 1 South America Closed Qualifier,Rysix,Matias 'PREDI' Prediger,31-40,-9,71.8,62.0%,All maps,1051,1187,0.89,0.68,708,-136,187,225,0.83,1.03,72.2%,18.6%
14th of February 2020,RED Canids,Rysix,2,0,Flashpoint 1 South America Closed Qualifier,Rysix,Lucas 'Chuky' Dalesio,19-35,-16,40.4,68.0%,All maps,695,819,0.85,0.64,474,-124,91,116,0.78,0.91,62.6%,11.7%
14th of February 2020,RED Canids,Rysix,2,0,Flashpoint 1 South America Closed Qualifier,Rysix,Gabriel '648' Lemesi,21-39,-18,50.2,60.0%,All maps,1333,1338,1.0,0.67,917,-5,194,191,1.02,0.99,71.6%,13.8%
14th of February 2020,Syman,Salamander,0,2,Flashpoint 1 Europe Closed Qualifier,Syman,David 'n0rb3r7' Danielyan,56-50,6,89.4,69.6%,All maps,7077,7093,1.0,0.71,4658,-16,1150,1223,0.94,1.04,68.6%,16.2%
14th of February 2020,Syman,Salamander,0,2,Flashpoint 1 Europe Closed Qualifier,Syman,Rustem 'mou' Telepov,48-43,5,73.1,72.5%,All maps,18745,17202,1.09,0.72,12574,1543,3254,2759,1.18,1.11,74.7%,18.2%
14th of February 2020,Syman,Salamander,0,2,Flashpoint 1 Europe Closed Qualifier,Syman,Rasmus 'kreaz' Johansson,47-41,6,67.8,71.0%,All maps,4876,4521,1.08,0.7,3286,355,641,615,1.04,0.98,76.0%,13.8%
14th of February 2020,Syman,Salamander,0,2,Flashpoint 1 Europe Closed Qualifier,Syman,Nicolas 'Keoz' Dgus,44-54,-10,75.5,65.2%,All maps,3046,3280,0.93,0.64,2088,-234,433,492,0.88,0.95,68.6%,13.0%
14th of February 2020,Syman,Salamander,0,2,Flashpoint 1 Europe Closed Qualifier,Syman,Sanzhar 'neaLaN' Iskhakov,38-52,-14,63.8,62.3%,All maps,6848,7419,0.92,0.67,4715,-571,1198,1294,0.93,1.04,71.4%,16.8%
14th of February 2020,Syman,Salamander,0,2,Flashpoint 1 Europe Closed Qualifier,Salamander,Ádám 'torzsi' Torzsás,57-47,10,94.1,72.5%,All maps,767,672,1.14,0.77,483,95,114,120,0.95,1.04,71.1%,17.2%
14th of February 2020,Syman,Salamander,0,2,Flashpoint 1 Europe Closed Qualifier,Salamander,Kornél 'kory' Szedlár,57-49,8,79.6,69.6%,All maps,1591,1547,1.03,0.73,1063,44,231,182,1.27,1.06,68.4%,15.1%
14th of February 2020,Syman,Salamander,0,2,Flashpoint 1 Europe Closed Qualifier,Salamander,Patrik 'bodito' Boda,42-44,-2,67.6,69.6%,All maps,4583,4594,1.0,0.72,3053,-11,694,727,0.95,1.02,71.3%,16.4%
14th of February 2020,Syman,Salamander,0,2,Flashpoint 1 Europe Closed Qualifier,Salamander,András 'coolio' Fercsák,42-39,3,55.2,71.0%,All maps,682,746,0.91,0.63,489,-64,79,85,0.93,0.9,68.4%,10.4%
14th of February 2020,Syman,Salamander,0,2,Flashpoint 1 Europe Closed Qualifier,Salamander,Áron 'Aaron' Homoki,41-54,-13,74.5,62.3%,All maps,1998,2343,0.85,0.64,1370,-345,348,428,0.81,0.99,73.0%,17.3%
14th of February 2020,pro100,SMASH,2,0,Flashpoint 1 Europe Closed Qualifier,pro100,Mareks 'YEKINDAR' Gaļinskis,55-32,23,104.9,87.5%,All maps,12769,11822,1.08,0.75,8262,947,2311,2271,1.02,1.13,73.6%,19.7%
14th of February 2020,pro100,SMASH,2,0,Flashpoint 1 Europe Closed Qualifier,pro100,Georgi 'WorldEdit' Yaskin,50-30,20,79.5,67.9%,All maps,23598,21154,1.12,0.73,15791,2444,4147,3110,1.33,1.15,73.3%,18.9%
14th of February 2020,pro100,SMASH,2,0,Flashpoint 1 Europe Closed Qualifier,pro100,Jan 'wayLander' Rahkonen,34-35,-1,64.3,73.2%,All maps,12107,13512,0.9,0.64,8312,-1405,1857,2373,0.78,0.95,69.1%,13.9%
14th of February 2020,pro100,SMASH,2,0,Flashpoint 1 Europe Closed Qualifier,pro100,Alexey 'NickelBack' Trofimov,29-35,-6,68.8,67.9%,All maps,10812,10778,1.0,0.68,7400,34,1412,1427,0.99,0.96,72.4%,12.6%
14th of February 2020,pro100,SMASH,2,0,Flashpoint 1 Europe Closed Qualifier,pro100,Dmitry 'dimasick' Matvienko,32-39,-7,69.5,67.9%,All maps,9361,8858,1.06,0.71,6387,503,1280,1201,1.07,1.0,75.7%,13.8%
14th of February 2020,pro100,SMASH,2,0,Flashpoint 1 Europe Closed Qualifier,SMASH,Denis 'grux' Gutaj,40-38,2,75.3,66.1%,All maps,4472,4342,1.03,0.69,3060,130,567,606,0.94,0.95,73.7%,12.6%
14th of February 2020,pro100,SMASH,2,0,Flashpoint 1 Europe Closed Qualifier,SMASH,Sebastian 'NEEX' Trela,40-39,1,72.9,66.1%,All maps,7794,7188,1.08,0.73,5227,606,1267,842,1.5,1.13,77.2%,18.7%
14th of February 2020,pro100,SMASH,2,0,Flashpoint 1 Europe Closed Qualifier,SMASH,Joakim 'disco doplan' Gidetun,32-38,-6,72.5,64.3%,All maps,17340,16058,1.08,0.71,11724,1282,2323,2243,1.04,0.99,73.4%,13.5%
14th of February 2020,pro100,SMASH,2,0,Flashpoint 1 Europe Closed Qualifier,SMASH,Kamen 'bubble' Kostadinov,30-40,-10,71.1,69.6%,All maps,28584,26166,1.09,0.7,19600,2418,4059,3568,1.14,1.02,75.2%,13.8%
14th of February 2020,pro100,SMASH,2,0,Flashpoint 1 Europe Closed Qualifier,SMASH,Kristjan 'fejtZ' Allsaar,29-45,-16,57.9,57.1%,All maps,11840,10378,1.14,0.76,7818,1462,1410,1206,1.17,0.99,74.6%,13.1%
14th of February 2020,GamerLegion,Heretics,0,2,Flashpoint 1 Europe Closed Qualifier,GamerLegion,Hampus 'hampus' Poser,38-38,0,81.1,66.7%,All maps,17867,17412,1.03,0.71,11912,455,2882,2966,0.97,1.04,75.1%,16.5%
